iter	Logloss
148	0.398701247
149	0.398442702
150	0.3982764281
151	0.3981438807
152	0.3979136259
153	0.3975747977
154	0.397376358
155	0.3972336695
156	0.3970874503
157	0.3969290398
158	0.3966799633
159	0.3965725512
160	0.3964305341
161	0.3963114331
162	0.3961564612
163	0.3959584829
164	0.3957778431
165	0.395618925
166	0.3954710214
167	0.3953884805
168	0.3952640282
169	0.3950487449
170	0.3948811912
171	0.3948273653
172	0.3946540281
173	0.394585252
174	0.3944871542
175	0.3943566962
176	0.3942096602
177	0.3941433865
178	0.3940807162
179	0.3939596214
180	0.3938589183
181	0.3937865247
182	0.3936281394
183	0.3935186361
184	0.3933366091
185	0.3932308401
186	0.3930394146
187	0.3928457746
188	0.3926698352
189	0.3925476731
190	0.392376256
191	0.3922809212
192	0.3921642113
193	0.3920041684
194	0.3918802582
195	0.3917136067
196	0.3916196789
197	0.391505057
198	0.3913824555
199	0.3912100171
200	0.3910849479
201	0.39093379
202	0.39077117
203	0.3906297854
204	0.390571402
205	0.3904814565
206	0.3903626016
207	0.3901314231
208	0.3899484152
209	0.389867245
210	0.3897687186
211	0.3896453117
212	0.3895137125
213	0.3893791452
214	0.3892456505
215	0.3891404201
216	0.3891362257
217	0.3890010171
218	0.3889077011
219	0.3887908893
220	0.3887024538
221	0.3886399597
222	0.3885779829
223	0.3885110933
224	0.3884476737
225	0.3883914877
226	0.3883058057
227	0.3882562226
228	0.3881854453
229	0.3880852576
230	0.3879877451
231	0.3879045134
232	0.3878093515
233	0.3876800236
234	0.3875115799
235	0.3874117928
236	0.3872853951
237	0.3871481787
238	0.3871449226
239	0.3870655057
240	0.3869423219
241	0.3867961401
242	0.3866771167
243	0.3865543602
244	0.3864983202
245	0.3864083574
246	0.3863579376
247	0.3863005572
248	0.3861866932
249	0.3861266028
250	0.386035927
251	0.3859333485
252	0.3858872042
253	0.3857934366
254	0.3857108644
255	0.3856319289
256	0.3855683192
257	0.3854994303
258	0.385398208
259	0.385303676
260	0.3852183883
261	0.3851354035
262	0.3850141446
263	0.3849068522
264	0.3848371561
265	0.3847587523
266	0.3846351282
267	0.3845864143
268	0.3845335963
269	0.3845246764
270	0.3843762706
271	0.3842970098
272	0.3842008452
273	0.3841262945
274	0.3839794913
275	0.3838324838
276	0.3837236493
277	0.3836170079
278	0.3834582045
279	0.3833676769
280	0.3832292753
281	0.3830704932
282	0.3829994123
283	0.382958516
284	0.382867642
285	0.3827165895
286	0.3826266356
287	0.3823999313
288	0.382347471
289	0.3821863148
290	0.3820575521
291	0.381880896
292	0.3817060824
293	0.3816556043
294	0.3816051005
295	0.3815037362
296	0.3813989489
297	0.3812981997
298	0.3812315259
299	0.3811181672
300	0.3810442689
301	0.381007037
302	0.3809022521
303	0.3808084363
304	0.3807249904
305	0.3806050665
306	0.3804332647
307	0.3803628879
308	0.3802474355
309	0.3801899671
310	0.3801159335
311	0.3799956885
312	0.3798795049
313	0.3798157468
314	0.3796741716
315	0.3795866351
316	0.3795067324
317	0.3793461595
318	0.3792142798
319	0.3791108917
320	0.3790656933
321	0.3789979839
322	0.3788699073
323	0.3787670708
324	0.3786200722
325	0.378533208
326	0.378431414
327	0.3783717186
328	0.3783373167
329	0.3782454441
330	0.3780738269
331	0.3780130376
332	0.3778870557
333	0.3777840248
334	0.3777058149
335	0.3775994233
336	0.3775452278
337	0.3775008769
338	0.3773852949
339	0.3773030738
340	0.3771880559
341	0.3770059073
342	0.3768860554
343	0.3767683929
344	0.3767153377
345	0.3766104579
346	0.376523021
347	0.3764242293
348	0.3763424199
349	0.3762710661
350	0.3761898419
351	0.3760738638
352	0.3760272207
353	0.3759127898
354	0.3758450969
355	0.3757637489
356	0.375675184
357	0.3756046505
358	0.3755268636
359	0.3753922761
360	0.375270985
361	0.3752315474
362	0.3751657359
363	0.3751041566
364	0.3749836358
365	0.3748586986
366	0.3747614283
367	0.3746702619
368	0.3745869165
369	0.374436257
370	0.3743204017
371	0.3742328501
372	0.374111566
373	0.3739914221
374	0.3739506914
375	0.3738993068
376	0.3738364331
377	0.3737254193
378	0.373650603
379	0.3735353735
380	0.3734913688
381	0.3734123918
382	0.3733209742
383	0.3731977552
384	0.3730677456
385	0.372923047
386	0.3728446304
387	0.372716441
388	0.3726711241
389	0.372592159
390	0.3724789473
391	0.3723483495
392	0.372266901
393	0.3721698315
394	0.3721202218
395	0.3720176715
396	0.3719467294
397	0.371831266
398	0.3717005129
399	0.3716264591
400	0.3715430205
401	0.3714129007
402	0.3713381249
403	0.3712200433
404	0.3711328988
405	0.3710370824
406	0.3709300404
407	0.370873922
408	0.3707337324
409	0.3706761976
410	0.3706082731
411	0.3705501719
412	0.3704515048
413	0.3703974063
414	0.3702332799
415	0.3701504271
416	0.3700494672
417	0.3699413236
418	0.369832941
419	0.3697834821
420	0.3696308513
421	0.3695519667
422	0.3694458076
423	0.3693880433
424	0.3692890444
425	0.3691274265
426	0.3690650016
427	0.3690051804
428	0.3688596503
429	0.3687676316
430	0.3686635431
431	0.3685745999
432	0.3684746682
433	0.3683245099
434	0.3682703981
435	0.368179398
436	0.3681088279
437	0.36805502
438	0.368028529
439	0.3679750912
440	0.367915704
441	0.3678480431
442	0.3677406606
443	0.3676363133
444	0.3675124048
445	0.3674396674
446	0.3673161098
447	0.3672033845
448	0.3671134406
449	0.3670350104
450	0.3669650147
451	0.3668837612
452	0.3667552771
453	0.3666095745
454	0.3665238807
455	0.3664189553
456	0.3663235932
457	0.3662198882
458	0.3661361817
459	0.3660546481
460	0.3659132338
461	0.3658573513
462	0.3657920727
463	0.3657102126
464	0.3656001882
465	0.3655148694
466	0.3654428953
467	0.3652792449
468	0.3651822462
469	0.3650986676
470	0.3650187971
471	0.3649558815
472	0.364888455
473	0.364767337
474	0.3647032625
475	0.3646213079
476	0.3645219313
477	0.3644052348
478	0.3643394198
479	0.3642614051
480	0.3641565751
481	0.3640438692
482	0.3639359096
483	0.3637861509
484	0.3637403759
485	0.3636447814
486	0.3635089398
487	0.3633864891
488	0.3632959683
489	0.3632186352
490	0.3630978547
491	0.3630249862
492	0.3629227329
493	0.362767349
494	0.3626721847
495	0.3626030852
496	0.3624578234
497	0.362348224
498	0.3622167571
499	0.3620932203
500	0.361983643
501	0.3619266377
502	0.3618299407
503	0.3617485893
504	0.3615781674
505	0.3614558829
506	0.3613658943
507	0.3612730518
508	0.3611212595
509	0.3610025961
510	0.3609158152
511	0.3608115051
512	0.3607088613
513	0.3606422356
514	0.3605292717
515	0.3604114113
516	0.3603105794
517	0.3601933989
518	0.3601096796
519	0.359975873
520	0.3598920709
521	0.3598227522
522	0.3597566586
523	0.3596503523
524	0.3595688279
525	0.3595196375
526	0.3593978249
527	0.3593353902
528	0.3592207445
529	0.3591512097
530	0.3590633957
531	0.3589803222
532	0.3588853752
533	0.3587845664
534	0.3587175966
535	0.3585476605
536	0.3584493964
537	0.3582938412
538	0.3582384971
539	0.3581475202
540	0.3580346141
541	0.3579432071
542	0.3578564563
543	0.3577351297
544	0.3576076005
545	0.3575385012
546	0.3574364582
547	0.3572906174
548	0.3571904415
549	0.3571201
550	0.3570254093
551	0.3569023297
552	0.3568443964
553	0.3567215578
554	0.3566143776
555	0.3565060387
556	0.3564207445
557	0.3562744587
558	0.3561486422
559	0.3560466574
560	0.3559448543
561	0.3558431502
562	0.3557367216
563	0.3556252521
564	0.3555596334
565	0.3554495871
566	0.3552937846
567	0.3552277665
568	0.3551438613
569	0.3550408376
570	0.3549375506
571	0.354847585
572	0.3547987095
573	0.3547336094
574	0.3546285834
575	0.3545756661
576	0.3544150078
577	0.354329143
578	0.3542483373
579	0.3541274109
580	0.3540659748
581	0.3539564837
582	0.3538513221
583	0.3537520869
584	0.3536136667
585	0.3535707556
586	0.3534713781
587	0.3533840293
588	0.3532810082
589	0.3532023881
590	0.3530944924
591	0.3530024787
592	0.3528362773
593	0.3527793314
594	0.352658416
595	0.352514908
596	0.3524278361
597	0.3523531014
598	0.3522746361
599	0.3521267047
600	0.3520285667
601	0.3518867635
602	0.3518311436
603	0.3517176588
604	0.3516213504
605	0.3515681792
606	0.3514814296
607	0.3513206699
608	0.3512011891
609	0.3510723092
610	0.3509613785
611	0.3508922041
612	0.3508205708
613	0.3507784938
614	0.3506994706
615	0.3506077256
616	0.3505562199
617	0.3504117249
618	0.3503428281
619	0.3502118437
620	0.3501322901
621	0.3500567141
622	0.3498979147
623	0.3497766661
624	0.3496296426
625	0.3495851056
626	0.3494658105
627	0.3494169994
628	0.349287435
629	0.34916386
630	0.3491182829
631	0.3490588433
632	0.3489630507
633	0.3488988742
634	0.3487784327
635	0.3487052186
636	0.3486674121
637	0.3486187934
638	0.3485218896
639	0.3483898781
640	0.3482921326
641	0.3481965053
642	0.3481378419
643	0.3480077771
644	0.3479269343
645	0.3478282677
646	0.3477123141
647	0.3476354333
648	0.3475466478
649	0.3474467541
650	0.347331175
651	0.3472228537
652	0.3471524141
653	0.3470711098
654	0.3469193257
655	0.3467947022
656	0.3466691061
657	0.3465155421
658	0.3464123844
659	0.3463162509
660	0.3461725957
661	0.3460723571
662	0.3459640073
663	0.3458895386
664	0.3457679731
665	0.3456025571
666	0.345516576
667	0.3453909612
668	0.3453139066
669	0.345268783
670	0.3451354815
671	0.3450400103
672	0.3449477732
673	0.3448401704
674	0.3447846361
675	0.3446894515
676	0.3445685645
677	0.3444443507
678	0.3444077629
679	0.3443207152
680	0.3442464548
681	0.3441343198
682	0.3440515014
683	0.3439159929
684	0.3437795172
685	0.3437078991
686	0.3436696474
687	0.3435498165
688	0.3434420061
689	0.3433896924
690	0.3433010347
691	0.3432616106
692	0.3432175774
693	0.3431484145
694	0.343056532
695	0.3429649122
696	0.3428672212
697	0.3427717756
698	0.3426609298
699	0.3425833903
700	0.3425108997
701	0.3424251166
702	0.3423475714
703	0.3422776167
704	0.3421890057
705	0.3421164493
706	0.3420236188
707	0.3418804697
708	0.3418164749
709	0.3417727291
710	0.3416529694
711	0.3415451937
712	0.3414350288
713	0.3412988332
714	0.3411535626
715	0.3411119193
716	0.3410284566
717	0.3409624868
718	0.3408261347
719	0.3407631831
720	0.340622913
721	0.3405390769
722	0.3404983997
723	0.3403752884
724	0.340259258
725	0.3401681596
726	0.3400758479
727	0.3399803094
728	0.3398912735
729	0.3398516627
730	0.3397877772
731	0.3396824394
732	0.3395770139
733	0.3394660956
734	0.3393549218
735	0.339247752
736	0.3391351284
737	0.3390400494
738	0.338936336
739	0.3388306354
740	0.3386870957
741	0.338580664
742	0.3384463335
743	0.3383467078
744	0.3382377492
745	0.3380874443
746	0.3379726587
747	0.337897434
748	0.3378119856
749	0.3376761343
750	0.3375940346
751	0.337458992
752	0.33734704
753	0.3372222591
754	0.337168719
755	0.3370861743
756	0.3369984679
757	0.3368903935
758	0.3367054656
759	0.3365810933
760	0.3364782186
761	0.3363994096
762	0.336332241
763	0.3362976134
764	0.3362297559
765	0.3361609057
766	0.3360937318
767	0.3360287607
768	0.3359744996
769	0.335895561
770	0.3357811417
771	0.3357187912
772	0.3356013131
773	0.335549745
774	0.335483384
775	0.3354128645
776	0.3353237914
777	0.3352189983
778	0.3351094316
779	0.335007786
780	0.3348865396
781	0.3347612841
782	0.3346509063
783	0.3345644706
784	0.3344771954
785	0.3343759299
786	0.3343301419
787	0.3342372157
788	0.3341520063
789	0.3340660996
790	0.3339832819
791	0.333871395
792	0.3337803731
793	0.3337285491
794	0.3336204135
795	0.3335449795
796	0.3334395087
797	0.3333148429
798	0.3332643414
799	0.3331333156
800	0.3330752978
801	0.3330024114
802	0.3329462491
803	0.3328712289
804	0.3327736857
805	0.3326896533
806	0.3326188515
807	0.3325403758
808	0.3324035632
809	0.3323373137
810	0.332288528
811	0.3322441837
812	0.3321016474
813	0.3320285314
814	0.3319070218
815	0.3318444769
816	0.3318087439
817	0.3316946827
818	0.3315362545
819	0.3314937826
820	0.3314302732
821	0.3313470613
822	0.3311942547
823	0.3310725597
824	0.3310251495
825	0.3309450325
826	0.3308281092
827	0.3307487766
828	0.330689881
829	0.3305963284
830	0.3304921698
831	0.3304248072
832	0.3303396575
833	0.3302258215
834	0.3301216231
835	0.3300100712
836	0.3299054923
837	0.3298435393
838	0.3298026424
839	0.3296957244
840	0.3296149751
841	0.3295750808
842	0.3295095313
843	0.3294392031
844	0.3293773361
845	0.3293040774
846	0.3292093208
847	0.3291403757
848	0.328993473
849	0.3288667243
850	0.3287685003
851	0.3287048167
852	0.3286117993
853	0.3285419522
854	0.3284339019
855	0.3283056849
856	0.3281831319
857	0.3281034706
858	0.3280254013
859	0.3279731757
860	0.3279119125
861	0.3278401554
862	0.3277627313
863	0.3276625842
864	0.3275962371
865	0.3274718302
866	0.3273597064
867	0.3272940267
868	0.3272177418
869	0.3270917193
870	0.3270357721
871	0.3269370992
872	0.3267894583
873	0.3267175686
874	0.3266500486
875	0.3265955536
876	0.3265235158
877	0.3264688913
878	0.3264131519
879	0.3263638265
880	0.3262746006
881	0.3262205596
882	0.3261739474
883	0.3260481662
884	0.3259261276
885	0.3258154792
886	0.3257549409
887	0.3256621752
888	0.3256069593
889	0.3254921203
890	0.325367204
891	0.3252787444
892	0.3252204596
893	0.3250895312
894	0.325025111
895	0.3249133849
896	0.3248508011
897	0.3247775936
898	0.324715103
899	0.3246283819
900	0.3245631477
901	0.3244978554
902	0.3244347854
903	0.3243843454
904	0.3242950133
905	0.3241688535
906	0.3240759982
907	0.324026626
908	0.3239554892
909	0.3238961396
910	0.3237868412
911	0.3236887724
912	0.3236335054
913	0.3235330625
914	0.3234373429
915	0.323351903
916	0.3232923576
917	0.3232098107
918	0.3231020479
919	0.322958783
920	0.3228630681
921	0.3228198728
922	0.3227114244
923	0.3226282381
924	0.3225116968
925	0.32244785
926	0.3223729359
927	0.3222964858
928	0.3222459117
929	0.322126565
930	0.3220428221
931	0.3220065642
932	0.3219274739
933	0.3218548459
934	0.3218219194
935	0.3217791475
936	0.3216882491
937	0.3216082992
938	0.3215014813
939	0.3214128247
940	0.3213295012
941	0.3212993685
942	0.3212578778
943	0.3211924085
944	0.3210874797
945	0.3209577817
946	0.3208725399
947	0.3207846238
948	0.3206955833
949	0.3206104289
950	0.3205076998
951	0.3204063315
952	0.3202922908
953	0.3202460434
954	0.3201455921
955	0.3200487238
956	0.3199967214
957	0.3199671925
958	0.3198679139
959	0.3197718629
960	0.3197378064
961	0.3196516668
962	0.3195714982
963	0.319480777
964	0.3194245225
965	0.3193865065
966	0.3192583205
967	0.3192061468
968	0.3191778547
969	0.3191342482
970	0.3190438917
971	0.31900423
972	0.318911108
973	0.3188432098
974	0.3188047355
975	0.3187026669
976	0.3186261244
977	0.3185740687
978	0.318546553
979	0.318484493
980	0.318392287
981	0.3182797208
982	0.3181871121
983	0.3181525044
984	0.31805579
985	0.3180293943
986	0.3179869016
987	0.3179143375
988	0.3178448837
989	0.3177736867
990	0.3177273389
991	0.3176495666
992	0.3176134129
993	0.3175875913
994	0.3175076363
995	0.3173954853
996	0.3173423351
997	0.3172922358
998	0.3172276083
999	0.3171384403
919
